MD,24,037,St. Mary's County,90164,01929542,District 2, Valley Lee,Z1,N
MD,24,037,St. Mary's County,90256,01929583,District 3, Leonardtown,Z1,N
MD,24,037,St. Mary's County,90348,01929606,District 4, Chaptico,Z1,N
MD,24,037,St. Mary's County,90440,01929634,District 5, Mechanicsville,Z1,N
MD,24,037,St. Mary's County,90532,01929656,District 6, Patuxent,Z1,N
MD,24,037,St. Mary's County,90624,01929673,District 7, Milestown,Z1,N
MD,24,037,St. Mary's County,90716,01929690,District 8, Bay,Z1,N
MD,24,037,St. Mary's County,90808,01929713,District 9, St. George Island,Z1,N
MD,24,039,Somerset County,90076,01929431,District 1, West Princess Anne,Z1,N
MD,24,039,Somerset County,90168,01929540,District 2, St. Peters,Z1,N
MD,24,039,Somerset County,90260,01929576,District 3, Brinkleys,Z1,N
MD,24,039,Somerset County,90352,01929610,District 4, Dublin,Z1,N
MD,24,039,Somerset County,90444,01929635,District 5, Mount Vernon,Z1,N
MD,24,039,Somerset County,90536,01929651,District 6, Fairmount,Z1,N
MD,24,039,Somerset County,90628,01929670,District 7, Crisfield,Z1,N
MD,24,039,Somerset County,90720,01929693,District 8, Lawsons,Z1,N
MD,24,039,Somerset County,90812,01929715,District 9, Tangier,Z1,N
MD,24,039,Somerset County,90904,01929443,District 10, Smith Island,Z1,N
MD,24,039,Somerset County,90992,01929449,District 11, Dames Quarter,Z1,N
MD,24,039,Somerset County,91084,01929459,District 12, Asbury,Z1,N
MD,24,039,Somerset County,91176,01929478,District 13, Westover,Z1,N
MD,24,039,Somerset County,91268,01929484,District 14, Deal Island,Z1,N
MD,24,039,Somerset County,91360,01929492,District 15, East Princess Anne,Z1,N
MD,24,041,Talbot County,90080,01929417,District 1, Easton,Z1,N
MD,24,041,Talbot County,90172,01929539,District 2, St. Michaels,Z1,N
MD,24,041,Talbot County,90264,01929589,District 3, Trappe,Z1,N
MD,24,041,Talbot County,90356,01929605,District 4, Chapel,Z1,N
MD,24,041,Talbot County,90448,01929625,District 5, Bay Hundred,Z1,N
MD,24,043,Washington County,90084,01929425,District 1, Sharpsburg,Z1,N
MD,24,043,Washington County,90176,01929543,District 2, Williamsport,Z1,N
MD,24,043,Washington County,90268,01929582,District 3, Hagerstown,Z1,N
MD,24,043,Washington County,90360,01929608,District 4, Clear Spring,Z1,N
MD,24,043,Washington County,90452,01929632,District 5, Hancock,Z1,N
MD,24,043,Washington County,90544,01929647,District 6, Boonsboro,Z1,N
MD,24,043,Washington County,90636,01929680,District 7, Smithsburg,Z1,N
MD,24,043,Washington County,90728,01929699,District 8, Rohrersville,Z1,N
